PRODUCT_ID,PRODUCT_NAME,PRODUCT_CATEGORY,PRICE,SUPPLIER_ID,PRODUCT_COLOR,MANUFACTURING_DATE,EXPIRATION_DATE,WARRANTY_PERIOD,QUANTITY_IN_STOCK,RATING,SALES_VOLUME,WEIGHT_GRAMS,DISCOUNT_PERCENTAGE
prod-00148,Starbucks Cold Brew (148),Beverages,50.33,4f4f11c5-0145-4639-86ed-6db8513bbec8,White,2023-09-14,2027-09-12,17 months,184,4.0,1814,1198,20
prod-00149,Sweet Potatoes (149),Vegetables,92.24,b721b5bb-c8ed-444d-a208-3fe6898c028d,Blue,2023-12-28,2025-09-27,9 months,250,4.2,2695,927,0
prod-00150,King's Hawaiian Rolls (150),Bakery,16.75,1732e00c-7f0d-4e6d-8957-a2e118edfe47,Purple,2021-04-17,2028-01-07,11 months,889,4.6,3070,1784,30
prod-00151,Land O'Lakes Butter (151),Dairy,97.45,c3c3a57a-4a2a-46bf-8765-2191e0160112,Orange,2023-03-17,2029-05-09,8 months,829,4.3,3369,1459,5
prod-00152,Chobani Greek Yogurt (152),Dairy,30.81,88e22ae6-77d5-46c2-bb95-b2d37d3b6624,Blue,2021-11-07,2027-01-29,18 months,979,4.2,2701,1287,20
prod-00153,Yoplait Original Yogurt (153),Dairy,92.77,22c10146-b0ea-417a-8da3-2ab9ce377e66,Blue,2024-01-20,2027-05-03,24 months,82,3.8,578,1642,10
prod-00154,Seedless Red Grapes (154),Fruits,28.92,821ece7f-e796-49d3-aac2-4421a30a4051,Black,2023-04-24,2025-08-13,33 months,97,3.9,943,1056,0
prod-00155,Seedless Red Grapes (155),Fruits,85.91,9d89d65d-408e-4b9c-bbe6-eb331cc88240,Green,2024-02-29,2029-03-27,16 months,552,3.8,1725,664,0
prod-00156,Bananas Bunch (156),Fruits,1.91,0082148e-c795-43fb-8e0c-8d42a65b530a,Green,2021-11-05,2025-10-31,7 months,456,4.7,1980,255,10
prod-00157,Doritos Nacho Cheese (157),Snacks,71.39,d0115866-8276-4ca9-9b68-16492f7b645a,Red,2021-03-02,2025-06-25,28 months,623,3.5,3751,891,0
prod-00158,Organic Gala Apples (158),Fruits,46.98,ee5f9e37-c57b-4b77-9526-5d19c8332b56,Red,2019-08-27,2026-06-10,10 months,777,3.0,2217,602,15
prod-00159,Bananas Bunch (159),Fruits,80.66,65f8f1d6-9480-4761-9a02-d2c7f5471a2f,White,2021-03-30,2026-04-15,34 months,854,4.3,604,1944,30
prod-00160,Birds Eye Steamfresh Broccoli (160),Frozen Foods,98.46,8130143d-dbe0-442a-9108-3956aa594bc9,Yellow,2020-06-14,2026-04-17,6 months,148,3.4,209,880,5
prod-00161,Organic Baby Spinach (161),Vegetables,82.89,dd0a5fb8-f6c5-4359-a1d1-5e13251347c6,Green,2023-03-18,2027-05-08,27 months,733,4.8,1505,433,20
prod-00162,Yoplait Original Yogurt (162),Dairy,30.00,d13584fe-6705-4140-a747-bbd58052a93f,Blue,2023-09-12,2028-02-29,23 months,921,4.7,4592,590,20
prod-00163,Green Giant Cauliflower Rice (163),Frozen Foods,6.02,40c6f32c-6649-45e8-a7f2-41983e44b077,White,2022-08-28,2025-12-12,20 months,775,3.2,3580,1730,5
prod-00164,Marie Callender's Chicken Pot Pie (164),Frozen Foods,67.44,60ee20fc-4597-4b50-8f85-09e185a4f9d5,Green,2022-08-31,2028-08-17,28 months,596,3.2,450,427,15
prod-00165,Coca-Cola Classic 12-Pack (165),Beverages,15.63,6d07d984-f51b-4fa7-bcc3-1511315d1960,Black,2021-10-21,2028-10-24,17 months,788,4.0,1657,100,0
prod-00166,Broccoli Crowns (166),Vegetables,9.24,9495ac91-696b-40fa-a76b-5231bc88cad7,White,2021-11-02,2028-02-21,14 months,662,4.2,3142,1483,10
prod-00167,Organic Gala Apples (167),Fruits,34.39,c2708f3a-ab7c-465b-9306-7cba16dca462,Red,2020-07-07,2028-06-09,11 months,992,3.5,2936,726,10
prod-00168,Oreo Double Stuf Cookies (168),Snacks,67.15,f71801c1-8ece-4217-ad9c-fabb5c198b61,Red,2024-04-29,2028-06-26,25 months,511,4.4,3728,1460,30
prod-00169,Cabot Vermont Cheddar (169),Dairy,75.39,717a2402-0c6c-46ea-87c3-f9f3958268ca,Blue,2024-07-08,2025-12-29,22 months,692,4.2,2141,1676,0
prod-00170,Silk Almond Milk (170),Dairy,82.14,69966d58-e096-4f98-b5bb-2383f4ccedfb,White,2022-09-20,2027-05-28,34 months,818,3.6,210,286,25
prod-00171,Chobani Greek Yogurt (171),Dairy,48.17,69606289-1200-410c-9756-edf9c1918fad,Purple,2021-10-22,2025-04-21,17 months,54,3.1,4404,368,20
prod-00172,Coca-Cola Classic 12-Pack (172),Beverages,43.68,29cf2368-ca3c-45c5-9075-e8cfef84818f,White,2019-11-21,2027-03-16,7 months,267,4.5,1865,1554,5
prod-00173,Seedless Red Grapes (173),Fruits,88.33,de5a71de-481c-45e0-b068-014b719917e9,Yellow,2024-07-26,2026-03-26,10 months,552,3.4,1301,1662,5
prod-00174,Ben & Jerry's Chocolate Fudge Brownie (174),Frozen Foods,30.69,0963405b-764b-442b-b269-28cf4a4943cb,Yellow,2023-03-24,2027-01-23,16 months,816,4.7,3078,222,20
prod-00175,Hot Pockets Ham & Cheese (175),Frozen Foods,20.80,cf9a2d66-6914-44cd-af1e-a3fc72464beb,Purple,2023-01-20,2026-06-10,16 months,447,3.8,2572,651,5
prod-00176,Nestle Pure Life Water 6-Pack (176),Beverages,26.46,20d1d99a-c636-4f17-8a40-1c211720e0de,Blue,2023-11-26,2026-04-30,23 months,920,4.2,2475,1342,20
prod-00177,Pepperidge Farm Milano Cookies (177),Bakery,20.10,f2c2561a-4950-4bdc-b383-bbe75f419a48,Orange,2024-08-01,2026-07-22,27 months,844,4.7,110,1539,15
prod-00178,Gatorade Lemon-Lime (178),Beverages,94.14,ad065ed7-df4b-441a-9261-505f76dfc441,Orange,2024-04-22,2026-01-16,9 months,442,4.7,2401,1889,0
prod-00179,Navel Oranges (179),Fruits,57.11,688bca0a-02c8-45ec-b318-d6552be09407,Purple,2019-09-07,2028-05-22,15 months,256,3.7,1689,1309,20
prod-00180,Carrots 2lb Bag (180),Vegetables,1.86,32a9ff81-7b2b-4ae9-b3d3-747b65133770,Green,2021-07-25,2026-03-23,15 months,64,3.4,1601,687,15
prod-00181,Entenmann's Chocolate Donuts (181),Bakery,30.93,e646e61d-092c-48a3-bc94-d6921b54d442,Green,2019-12-28,2025-12-18,29 months,907,4.6,228,1687,20
prod-00182,Coca-Cola Classic 12-Pack (182),Beverages,69.19,0a2e1931-334f-426f-a4f0-37a4a6560d49,Blue,2023-08-07,2028-07-15,35 months,603,3.9,3703,1328,15
prod-00183,Cucumbers 2-Pack (183),Vegetables,4.99,11540048-e1bd-4466-a27a-6b7a5d6b4dd6,Yellow,2023-02-23,2028-10-20,19 months,941,3.4,4295,435,15
prod-00184,Dole Pineapple Chunks (184),Fruits,85.83,5e57be98-2227-4130-8a7e-1da3614c3389,Yellow,2021-03-11,2028-04-07,11 months,510,4.8,389,1925,15
prod-00185,Chobani Greek Yogurt (185),Dairy,27.07,dc7cd775-f15e-44b3-bda7-e387fd51a5ca,Red,2020-11-27,2026-07-23,8 months,740,3.4,1776,489,30
prod-00186,Russet Potatoes 5lb (186),Vegetables,20.94,90551411-e480-48c8-9d12-cfd19e6d45b3,Purple,2022-02-10,2027-10-08,32 months,624,3.1,1944,403,0
prod-00187,Kind Protein Bars (187),Snacks,22.78,6a0d7868-d24c-469e-b0ce-379b46712729,Yellow,2020-07-06,2027-05-20,17 months,913,3.0,3735,1013,30
prod-00188,Gatorade Lemon-Lime (188),Beverages,17.70,2f1f26b9-580b-4568-95be-9dca0c1befbb,White,2020-07-01,2026-06-24,23 months,792,4.2,2793,948,20
prod-00189,DiGiorno Pepperoni Pizza (189),Frozen Foods,84.77,4206e54b-1184-408f-830a-7ebf92f2beea,White,2022-02-16,2029-05-06,9 months,290,4.3,1927,1802,25
prod-00190,Lay's Classic Potato Chips (190),Snacks,51.42,d4697ce4-6849-4449-85a2-00e5815820bd,Purple,2020-04-06,2027-12-30,12 months,613,3.6,4860,1635,30
prod-00191,Doritos Nacho Cheese (191),Snacks,93.35,3ed05264-5de6-46dc-8fc9-b454b5d9484d,Green,2021-08-06,2029-07-07,30 months,145,3.6,1470,1898,20
prod-00192,Bananas Bunch (192),Fruits,4.32,55ceb437-e55a-49da-bb5f-27f5a97f0d88,Green,2024-03-20,2025-08-06,21 months,949,3.7,4893,1897,20
prod-00193,Navel Oranges (193),Fruits,54.99,6df63f01-49be-44a6-a42d-fe986a0b1956,White,2019-12-15,2026-10-22,14 months,783,4.4,3922,1071,15
prod-00194,Yoplait Original Yogurt (194),Dairy,90.75,cc022365-2fdd-4122-b2a5-845b9a554f25,Orange,2021-09-17,2025-05-03,26 months,534,3.1,282,325,5
prod-00195,Roma Tomatoes (195),Vegetables,51.74,cc6b8781-840d-420a-9de9-4d7dba4df4ff,Red,2022-12-07,2026-01-04,29 months,456,4.9,450,1944,5
prod-00196,Starbucks Cold Brew (196),Beverages,8.31,164a3252-c7b1-49c0-aff8-19b6df519898,Orange,2022-06-17,2024-12-29,8 months,280,3.4,3686,612,20
prod-00197,Marie Callender's Chicken Pot Pie (197),Frozen Foods,81.60,39706acb-294e-466c-81db-5ee0a92e0b7d,Red,2020-04-19,2026-07-05,31 months,798,5.0,1501,1109,5
prod-00198,Roma Tomatoes (198),Vegetables,58.57,6b600728-4ca4-49b9-a988-9de18176c055,Orange,2023-07-28,2026-08-07,18 months,704,3.3,2855,128,25
prod-00199,Kind Protein Bars (199),Snacks,58.98,36c7d4ae-40a0-4d07-8391-a48ba7692171,Black,2020-08-10,2026-09-12,17 months,220,4.5,4873,703,30
prod-00200,Avocados 4-Pack (200),Fruits,76.01,02f934c8-9786-496a-a2fd-a5bd3b668f1d,White,2019-08-24,2027-04-23,15 months,590,3.4,2949,1064,5
prod-00201,Sargento Shredded Cheddar (201),Dairy,69.77,fd37046c-3608-4033-af36-9e7bcc00a342,Purple,2022-01-21,2029-08-17,18 months,85,3.2,4535,1080,5
prod-00202,Sargento Shredded Cheddar (202),Dairy,8.79,b0367c0f-3ad0-42bc-a901-d211df5cdf16,Green,2022-02-18,2025-06-27,30 months,574,4.7,3312,714,15
prod-00203,Blueberries Pint (203),Fruits,28.03,dd300952-d6a6-49ad-95c5-04bb933f591d,Green,2020-04-23,2026-10-25,19 months,209,4.7,4306,1106,30
prod-00204,Oroweat Whole Grain Bread (204),Bakery,5.15,7d467b43-1e72-4071-bca4-4f1557554d1a,Red,2022-10-24,2025-05-16,21 months,888,3.8,4067,1635,20
prod-00205,Tropicana Orange Juice 1L (205),Beverages,39.97,d318f094-0e8b-4ef5-bc34-651425e03a37,Blue,2022-12-28,2025-06-04,17 months,748,4.4,4027,1112,30
prod-00206,Strawberries 1lb (206),Fruits,83.69,b6759cd0-23f1-4c17-94ac-26ca2ada231b,Black,2024-02-26,2027-12-11,15 months,292,4.1,3529,1758,25
prod-00207,Avocados 4-Pack (207),Fruits,31.47,516b1727-1762-49d5-9fd9-cf28898f4eac,Blue,2021-12-23,2025-03-11,8 months,135,4.7,3588,1737,30
prod-00208,Doritos Nacho Cheese (208),Snacks,66.97,e3ea7e2e-34d1-4f7b-9155-5823824cf2b1,Red,2024-03-31,2028-01-15,13 months,845,3.6,1995,1477,25
prod-00209,Tropicana Orange Juice 1L (209),Beverages,17.07,e54cda9b-85f7-4aa4-9082-daeb5a651f2f,Red,2022-01-22,2025-06-11,16 months,627,4.0,3008,824,30
prod-00210,Starbucks Cold Brew (210),Beverages,8.11,7a594d57-0f3b-43d1-a5a3-6a219ec0d85e,White,2020-06-13,2026-10-23,14 months,731,4.0,1511,571,30
prod-00211,Carrots 2lb Bag (211),Vegetables,58.99,851cad5d-a791-4354-8130-4385942d8d7b,Red,2022-10-02,2029-05-30,6 months,606,3.7,3482,788,20
prod-00212,Cabot Vermont Cheddar (212),Dairy,99.72,7157e763-b74d-4390-8fa2-763656751a91,Green,2024-05-11,2027-01-27,15 months,623,4.8,2043,414,25
prod-00213,Land O'Lakes Butter (213),Dairy,53.18,935d0591-5f11-497c-bdfb-f0c613bf33cd,Blue,2023-05-13,2027-11-07,11 months,695,3.3,4099,1008,10
prod-00214,Marie Callender's Chicken Pot Pie (214),Frozen Foods,17.73,c34ed366-9e90-44e6-ab34-7ac5209532fc,Red,2020-04-13,2025-01-14,23 months,845,3.3,3218,656,10
prod-00215,Red Bull Energy Drink (215),Beverages,96.55,5816bf2e-3da0-4be0-8aef-e4b6a13b8d94,Green,2022-06-21,2027-01-17,25 months,77,4.2,755,1041,5
prod-00216,Nestle Pure Life Water 6-Pack (216),Beverages,95.73,fed12e03-8dd0-4e58-b823-748a565dd4a0,Orange,2020-09-07,2026-09-04,27 months,669,4.3,449,378,30
prod-00217,Sweet Potatoes (217),Vegetables,38.43,431d5560-267e-4b28-a078-6cab068e4e90,Red,2023-12-29,2028-07-11,36 months,605,3.4,4098,1411,20
prod-00218,Oreo Double Stuf Cookies (218),Snacks,48.31,c9595133-9201-48d2-afad-0263b11e14bf,Orange,2021-11-22,2027-01-29,18 months,389,3.8,1243,939,5
prod-00219,King's Hawaiian Rolls (219),Bakery,81.41,c0d212c3-9520-4a50-a538-c9e5bd5f9a52,Blue,2023-02-19,2028-04-11,17 months,847,4.9,497,466,15
prod-00220,Sara Lee Honey Wheat Bread (220),Bakery,42.13,0f359688-ca61-4c0e-9c54-6ddf4dbb0673,Orange,2021-05-09,2028-05-24,24 months,380,3.5,745,430,20
prod-00221,Oroweat Whole Grain Bread (221),Bakery,71.41,4bfb2cbb-7186-41f3-8749-57238f8e81eb,Black,2021-01-30,2027-11-22,7 months,689,4.3,4608,496,25
prod-00222,Sargento Shredded Cheddar (222),Dairy,30.08,dfe84a3e-eb2d-4e59-9260-769296699014,Red,2022-05-17,2029-05-07,29 months,555,4.5,4232,1944,15
prod-00223,Dole Pineapple Chunks (223),Fruits,62.37,ae982197-1db4-496b-add9-926aad8097ac,White,2022-11-04,2028-10-12,15 months,397,3.9,2334,887,15
prod-00224,Kind Protein Bars (224),Snacks,58.88,a88d2d9e-3cf8-48da-b5db-27b2d4f8a766,Orange,2021-11-23,2025-08-16,13 months,522,4.9,4615,484,20
prod-00225,Nestle Pure Life Water 6-Pack (225),Beverages,51.14,9dfc91c4-4498-4428-a462-27be097409ea,Yellow,2024-01-24,2029-01-23,15 months,280,4.5,2872,1948,5
prod-00226,Dole Pineapple Chunks (226),Fruits,77.92,9f6c115a-bee3-4323-a2d4-ffa8404cfc2c,Orange,2023-06-07,2026-01-26,22 months,239,3.9,1583,1701,10
prod-00227,Cabot Vermont Cheddar (227),Dairy,27.27,35ae0ea3-f941-43e2-9e7f-efbc9bddf1e8,White,2020-03-23,2027-01-18,34 months,274,4.1,2334,1634,5
prod-00228,Navel Oranges (228),Fruits,17.89,c81fb901-b7df-47df-a083-76822ff1f787,Purple,2020-01-21,2026-11-01,26 months,434,4.4,2083,657,10
prod-00229,Entenmann's Chocolate Donuts (229),Bakery,77.72,582f1ae7-75f3-4df0-ace9-56860611616c,Red,2021-08-30,2028-11-03,24 months,426,4.2,2062,1153,0
prod-00230,Chobani Greek Yogurt (230),Dairy,17.75,48cf298b-b920-4005-beb2-0f05660bd67f,Orange,2024-07-06,2026-12-27,16 months,332,4.8,909,1320,10
prod-00231,Cucumbers 2-Pack (231),Vegetables,96.39,9d58cd14-f282-4f82-b368-db141dc42b3d,Red,2024-04-24,2029-07-26,24 months,682,3.7,3296,362,20
prod-00232,Organic Gala Apples (232),Fruits,44.90,bf7d0125-9b92-425b-a25e-381978de47b5,White,2021-01-08,2025-02-06,24 months,677,3.6,4515,507,10
prod-00233,Oreo Double Stuf Cookies (233),Snacks,86.55,b9fb0d7f-673a-4a87-9bf7-3232ef8c3fd9,Yellow,2022-05-02,2027-03-26,19 months,794,3.4,613,1218,0
prod-00234,Doritos Nacho Cheese (234),Snacks,35.33,4340bc85-e470-4dbf-9182-d1e57975dc3c,Black,2023-11-05,2025-09-09,35 months,308,3.1,433,1043,25
prod-00235,Lay's Classic Potato Chips (235),Snacks,10.23,6b97e7fa-1973-41e4-8b6d-5e18e6f88f1b,Yellow,2021-02-06,2027-07-24,19 months,408,3.1,2612,1089,25
prod-00236,Navel Oranges (236),Fruits,43.92,13b50317-195e-4887-ade6-fda74282b926,Blue,2021-08-03,2028-01-04,16 months,759,4.7,4195,1166,10
prod-00237,Coca-Cola Classic 12-Pack (237),Beverages,79.45,26f6a67e-3ec4-45b4-b0b3-d04dc0c60ed9,Red,2022-07-06,2029-04-25,17 months,505,4.4,4919,1885,5
prod-00238,Stouffer's Lasagna (238),Frozen Foods,55.92,9f347bca-9840-4c4b-9421-6f475bf189d7,Green,2021-05-30,2027-01-22,30 months,460,4.3,107,946,10
prod-00239,Popcorners Kettle Corn (239),Snacks,79.33,0d6e5dcb-f570-4779-b429-cee6895ef7d0,White,2021-05-15,2024-11-08,6 months,698,4.2,2103,1159,20
prod-00240,Thomas' English Muffins (240),Bakery,41.75,d6b33c2a-5351-4e1a-bc95-a275314b4d91,Yellow,2020-12-24,2025-04-23,36 months,367,4.7,4359,1581,20
prod-00241,Sargento Shredded Cheddar (241),Dairy,70.44,b1f64045-a764-4126-863a-3a86283dc906,Yellow,2020-12-05,2027-05-11,15 months,726,4.0,4976,1252,15
prod-00242,Doritos Nacho Cheese (242),Snacks,13.37,b09ca806-2337-4a60-b016-c2524b235c67,White,2022-12-07,2026-11-21,34 months,274,4.7,2228,1642,5
prod-00243,Birds Eye Steamfresh Broccoli (243),Frozen Foods,63.66,155b3758-5ede-4d23-8652-13ccaf13b431,Black,2023-12-13,2026-04-16,18 months,868,3.7,1398,1167,5
prod-00244,Ben & Jerry's Chocolate Fudge Brownie (244),Frozen Foods,24.08,7d8d3830-a3dd-4dac-b13b-617e13f02f41,White,2021-06-18,2027-04-03,6 months,283,4.9,3046,1184,10
prod-00245,Hot Pockets Ham & Cheese (245),Frozen Foods,38.77,d3120ec4-0adf-41f3-b242-fdcc98dc1067,Green,2023-05-18,2025-04-13,24 months,733,4.4,1944,1661,10
prod-00246,Oroweat Whole Grain Bread (246),Bakery,46.37,796fa328-63f3-4134-ba86-8acdbeedcb2e,Yellow,2021-02-22,2027-04-23,18 months,713,3.5,3711,1486,20
prod-00247,Entenmann's Chocolate Donuts (247),Bakery,11.67,2ddd63e8-0f27-4b23-ac43-b66c2bde9a6a,Yellow,2020-07-03,2028-05-14,15 months,876,4.1,3165,974,15
prod-00248,Red Bell Peppers (248),Vegetables,35.74,9a5d3392-3cf3-4d2c-9cd2-5930e401c755,Yellow,2020-06-21,2026-06-19,15 months,423,4.1,1202,1244,0
prod-00249,Marie Callender's Chicken Pot Pie (249),Frozen Foods,33.54,fd733af7-0312-45f0-8b93-122d2830b3dc,Purple,2024-06-08,2025-07-09,12 months,721,3.3,779,596,10
prod-00250,Kind Protein Bars (250),Snacks,37.80,46f54ec9-5b4f-4fc7-a4f9-d6874e725cc8,Black,2023-08-29,2028-10-19,12 months,657,4.2,4633,257,5
prod-00251,Organic Baby Spinach (251),Vegetables,96.55,40c6e740-4c6e-4138-9be7-d1b8cf554cb0,Green,2021-01-20,2027-08-23,32 months,521,3.6,3469,1380,25
prod-00252,Sara Lee Honey Wheat Bread (252),Bakery,80.27,1aeb74bf-81a9-458d-bf97-527de1d3ab30,Black,2023-10-31,2026-06-06,14 months,282,3.1,4147,1698,10
prod-00253,DiGiorno Pepperoni Pizza (253),Frozen Foods,50.02,e763ea21-dd95-42df-b277-90123fa66dca,Yellow,2019-11-08,2027-02-22,12 months,741,4.9,2923,370,30
prod-00254,Marie Callender's Chicken Pot Pie (254),Frozen Foods,13.81,b6516583-a023-4526-bdae-4d0c26e390a4,Purple,2024-04-18,2027-07-18,33 months,162,4.3,109,1434,15
prod-00255,Lipton Green Tea (255),Beverages,54.38,995a5fa9-0425-4c99-b71c-3854d1c9be51,Orange,2021-09-13,2028-05-09,35 months,879,4.8,4353,412,5
prod-00256,Cucumbers 2-Pack (256),Vegetables,59.69,92e371b6-1872-4ed2-9f05-e3a8b7e827ba,Orange,2023-06-17,2026-02-08,31 months,546,4.4,2931,1240,25
prod-00257,Yoplait Original Yogurt (257),Dairy,36.87,58cb9f29-ea74-46b1-9ce0-bc539de1d34e,Yellow,2024-01-21,2029-06-15,8 months,491,3.7,4047,1911,25
prod-00258,Lay's Classic Potato Chips (258),Snacks,95.12,cece8500-199c-46a8-b51d-a713dafe05d7,Green,2023-12-26,2027-10-12,6 months,613,4.0,4316,444,15
prod-00259,Pepperidge Farm Milano Cookies (259),Bakery,40.71,1f63ed3f-6395-49b3-83a8-6bf6437b5ba2,Orange,2023-09-13,2027-02-07,33 months,317,4.4,2286,1301,5
prod-00260,Organic Baby Spinach (260),Vegetables,88.26,aa5773c9-5fdc-4d4e-bcd4-91ec1b0a5e33,Yellow,2023-09-06,2026-09-24,11 months,559,4.9,773,216,10
prod-00261,Carrots 2lb Bag (261),Vegetables,10.24,de9dc69b-33ca-44d2-ba64-f0159f185335,Black,2021-03-30,2024-09-11,34 months,856,3.5,2127,1799,15
prod-00262,Broccoli Crowns (262),Vegetables,16.06,fabfb9af-5ba8-4c13-846b-756087711744,Red,2024-02-11,2027-06-07,8 months,435,4.7,1556,1120,20
prod-00263,Pepperidge Farm Milano Cookies (263),Bakery,33.49,7b1df982-5089-4c3c-8a31-d2f296db8e75,Yellow,2023-05-12,2027-12-28,15 months,436,4.8,143,1878,5
prod-00264,Seedless Red Grapes (264),Fruits,97.28,50575294-10cc-459c-959e-b6fc258eec5e,Blue,2020-09-20,2025-03-07,33 months,162,4.3,4293,1288,15
prod-00265,Chobani Greek Yogurt (265),Dairy,99.18,69668de7-3fa5-4c65-b6df-7ed980c65ec9,Blue,2019-11-30,2028-06-16,18 months,662,4.9,3709,273,15
prod-00266,Ben & Jerry's Chocolate Fudge Brownie (266),Frozen Foods,44.38,996d2f91-18e2-41c1-872e-f777ea32ecb5,Green,2020-06-05,2026-07-28,25 months,674,3.8,1994,1754,0
prod-00267,Birds Eye Steamfresh Broccoli (267),Frozen Foods,7.83,b245f0ae-3df7-41c8-ba19-829cc88823f9,White,2022-10-30,2025-10-28,33 months,130,4.9,3881,848,0
prod-00268,Seedless Red Grapes (268),Fruits,84.64,08e3f289-7086-45ae-a98a-11ff4a22c7df,White,2022-02-07,2024-11-26,13 months,748,4.4,2386,254,25
prod-00269,DiGiorno Pepperoni Pizza (269),Frozen Foods,57.21,149620d0-a5ba-4413-89fe-a1255de43473,Black,2021-07-20,2029-05-06,7 months,162,3.1,4670,1782,10
prod-00270,Birds Eye Steamfresh Broccoli (270),Frozen Foods,96.41,68637a42-5f2b-4d84-9cf1-5d00f346952a,Blue,2022-12-14,2027-08-28,8 months,51,4.8,2671,694,20
prod-00271,Avocados 4-Pack (271),Fruits,32.68,b3dba50a-201f-4e37-b3a7-0b5240a66416,Red,2022-11-30,2029-08-13,29 months,691,4.0,1515,1907,20
prod-00272,Marie Callender's Chicken Pot Pie (272),Frozen Foods,56.78,7b5d3c7d-08d8-41d2-a5bc-a28691aa4c87,Black,2023-02-11,2025-03-02,12 months,269,3.9,108,1633,15
prod-00273,Philadelphia Cream Cheese (273),Dairy,41.83,3c29c2b6-ff55-4107-89c4-80b347324c8c,White,2021-03-19,2029-01-22,24 months,615,4.1,1962,409,15
prod-00274,Birds Eye Steamfresh Broccoli (274),Frozen Foods,65.46,e6f1be76-849a-4af5-8b03-7e7ecb05d390,Blue,2024-04-05,2028-02-07,11 months,904,3.3,1333,1848,30
prod-00275,Birds Eye Steamfresh Broccoli (275),Frozen Foods,54.45,fc089ff3-d350-44e5-a451-511d8f6f64ef,Red,2023-09-02,2029-03-20,22 months,785,3.9,3225,1860,25
prod-00276,Pepperidge Farm Milano Cookies (276),Bakery,90.05,68c3eec6-34b7-4612-97a4-975de2502777,Yellow,2024-08-20,2026-08-12,32 months,274,4.7,4811,333,15
prod-00277,Pepperidge Farm Milano Cookies (277),Bakery,21.91,5f6c979c-6bf0-4c2d-bb62-6bbe67b77ca2,Yellow,2023-04-30,2025-10-15,15 months,434,3.0,2557,1474,5
prod-00278,Carrots 2lb Bag (278),Vegetables,84.02,0a18f4fa-934f-44df-b137-4e4138122d6c,Orange,2022-08-21,2026-10-26,33 months,452,3.5,109,261,10
prod-00279,Pringles Sour Cream & Onion (279),Snacks,16.74,8b55b609-d5ce-4d85-9715-9d48407e5cfb,Black,2020-10-15,2028-12-07,16 months,687,3.0,3104,1714,10
prod-00280,Lipton Green Tea (280),Beverages,97.91,54d4850c-8ba6-4b05-9aa9-4931e8ff3925,Purple,2023-01-23,2027-01-16,22 months,179,3.8,4747,790,0
prod-00281,Nature Valley Granola Bars (281),Snacks,21.20,e982bd0e-32e7-4310-b441-bb404ddd7207,White,2022-08-28,2024-12-19,19 months,102,4.5,367,391,25
prod-00282,Carrots 2lb Bag (282),Vegetables,49.09,2972122f-8a1c-49b8-bb28-bc1fe4f7046f,Green,2021-02-04,2026-10-24,33 months,733,4.6,3961,226,15
prod-00283,Nature Valley Granola Bars (283),Snacks,48.74,d4c67ded-607d-423c-b7f2-0f66f5a83854,Blue,2023-02-21,2029-02-22,24 months,779,4.9,2814,792,15
prod-00284,DiGiorno Pepperoni Pizza (284),Frozen Foods,45.50,ceeaa8ff-ac03-4c95-a1e6-814f348df8a9,Purple,2021-08-10,2025-02-15,16 months,721,4.2,4646,701,5
prod-00285,Lay's Classic Potato Chips (285),Snacks,98.17,d4a81876-3afe-4a4e-b6b2-56ed8005e2c7,Black,2022-06-14,2029-06-19,20 months,759,3.5,2741,1217,15
prod-00286,Seedless Red Grapes (286),Fruits,21.89,18fff6af-5edf-42ab-b7ea-8a6dbb188d5b,White,2023-11-24,2025-12-03,23 months,465,4.8,3906,1569,15
prod-00287,Horizon Organic Whole Milk (287),Dairy,90.65,a9dd5ed0-d87c-48b1-9f94-9e338388d5ef,Green,2021-07-18,2027-09-07,7 months,296,4.6,1491,1212,10
prod-00288,Ben & Jerry's Chocolate Fudge Brownie (288),Frozen Foods,23.95,27d6d73a-abc9-497a-864a-579e4cec0b28,Black,2023-05-26,2024-09-05,27 months,885,4.1,1182,487,30
prod-00289,Cabot Vermont Cheddar (289),Dairy,62.74,18d75693-0cd2-4664-b0b9-1c859fc99e41,Black,2020-07-19,2028-10-27,16 months,488,4.4,393,879,15
prod-00290,Bananas Bunch (290),Fruits,55.36,c59af9ce-7dd1-49f5-9bdd-772691e7856a,Blue,2023-06-29,2025-04-02,33 months,252,4.8,4179,348,25
prod-00291,Lipton Green Tea (291),Beverages,75.25,5cec6664-c1ae-4b28-8349-3595075c067f,Red,2023-10-08,2029-07-27,32 months,233,4.4,2935,280,5
prod-00292,Ben & Jerry's Chocolate Fudge Brownie (292),Frozen Foods,72.07,30262bc7-7539-416f-9ecf-ee38c1582ac7,Black,2022-11-06,2027-03-16,20 months,172,3.7,4305,1184,5
prod-00293,Pringles Sour Cream & Onion (293),Snacks,74.49,ec364f99-3d86-407f-bd55-0a150c6bf754,Orange,2023-01-01,2025-09-11,18 months,450,4.4,2254,1270,20
prod-00294,Silk Almond Milk (294),Dairy,39.96,beca9de9-3a1d-4514-a2d1-71b08797c4c6,Black,2022-01-11,2029-04-02,19 months,816,3.1,2444,1754,20
prod-00295,Starbucks Cold Brew (295),Beverages,32.08,24c2c2a0-3bcd-4cc5-9c5a-7951d751c9d5,Yellow,2023-04-07,2027-05-07,23 months,343,3.8,4023,795,0
